player_appearance_id,player_id,fixture_id,date,checkpoint,checkpoint_period,checkpoint_min,position,is_home,formation,minute_in,minute_out,subbed,jersey_number,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after,formation_defenders,formation_midfielders,formation_attackers,formation_striker,cumul_in_game_time,last_15_received_succ,last_15_received_unsucc,cumul_received_succ,cumul_received_unsucc,cumul_pass_top_count,cumul_pass_middle_count,cumul_pass_top_accuracy_rate,cumul_pass_middle_accuracy_rate,last_15_times_pressured,last_15_pressured_succ,last_15_pressured_unsucc,cumul_times_pressured,cumul_pressured_succ,cumul_pressured_unsucc,last_15_pressured_success_rate,cumul_pressured_success_rate,last_15_pressures_applied,last_15_pressures_won,last_15_pressures_lost,cumul_pressures_applied,cumul_pressures_won,cumul_pressures_lost,last_15_pressure_success_rate,cumul_pressure_success_rate,last15_top_sprint_count,last15_top_hsr_count,last15_middle_sprint_count,last15_middle_hsr_count,last15_bottom_sprint_count,last15_bottom_hsr_count,top_sprint_distance,top_hsr_distance,last15_unique_run_possessions,possessions_with_2plus_runs,possessions_with_2plus_top_runs,possessions_with_sprint_and_hsr,cumul_top_sprint_count,cumul_top_hsr_count,cumul_middle_sprint_count,cumul_middle_hsr_count,cumul_bottom_sprint_count,cumul_bottom_hsr_count,cumul_unique_run_possessions,cumul_top_run_share,cumul_middle_run_share,cumul_bottom_run_share,cumul_top_sprint_share,cumul_top_hsr_share,cumul_bottom_sprint_share,last15_top_run_share,last15_top_sprint_share,distance_per_run,distance_per_possession,top_distance_share,middle_distance_share,bottom_distance_share,sprint_distance_share,avg_top_sprint_distance,runs_per_possession,sprints_per_possession,top_runs_per_possession,share_of_possessions_with_top_run,share_of_possessions_with_sprint,top_run_repeat_possession_rate,last_15_shots_total,last_15_shots_special,last_15_shots_set_play,last_15_shots_blocked,last_15_shots_under_pressure,cumul_shots_total,cumul_shots_special,cumul_shots_set_play,cumul_shots_blocked,cumul_shots_under_pressure,last_15_shots_under_pressure_rate,cumul_shots_under_pressure_rate,team_total_cumul_shots,player_share_team_cumul_shots,player_rank_team_cumul_shots,player_z_team_shots_total,opponent_total_cumul_shots,team_minus_opponent_shot_load,player_share_team_shots_on_target,team_total_top_runs,player_share_team_top_distance,player_rank_team_top_distance_share,player_z_team_top_distance_share
39437,3306,1159,2025-06-11,H1_15,half_1,15,G,False,4-1-4-1,1,90,False,1,0,1,8.4,12.02,12.02,0,0,0,0,0,1,8.4,12.02,12.02,0,0,0,0,0,4,1,4,1,14,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.0,2,-0.316227766016838,0,1,0.0,42,0.0,11,-1.3673265221457342
65576,2042,1161,2025-06-11,H1_15,half_1,15,D,True,5-4-1,1,90,False,2,3,4,2226.25,6.874,8.12,1,0,1,1,3,4,2226.25,6.874,8.12,1,0,1,1,0,5,4,1,0,14,2,1,2,1,0,5,0,0,2,0,2,2,0,2,0.0,0.0,3,2,1,3,2,1,0.6666666666666666,0.6666666666666666,1,1,1,2,1,1,550.896,231.3572,1.0,1.0,1.0,1.0,1,1,1,2,1,1,1.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,0.2857142857142857,0.3333333333333333,318.0356,2226.2491999999997,0.3513771953292561,0.43535521539996513,0.21326758927077885,0.5278900493260144,550.896,7.0,3.0,2.0,1.0,1.0,1.0,1,0,1,0,1,1,0,1,0,1,1.0,1.0,2,0.5,1,2.121320343559643,0,2,0.0,42,0.10259102134093552,5,0.20248941709499388
65576,2042,1161,2025-06-11,H1_30,half_1,30,D,True,5-4-1,1,90,False,2,1,5,1732.56,6.752,9.1,0,0,0,0,4,9,3958.81,6.818,9.1,1,0,1,1,0,5,4,1,0,29,8,2,10,3,1,12,1,0,4,3,1,6,3,3,0.75,0.5,0,0,0,3,2,1,0.0,0.6666666666666666,0,1,0,3,1,1,0.0,358.4556,1.0,1.0,0.0,1.0,1,2,1,5,2,2,1.0,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.25,0.2222222222222222,0.5,0.16666666666666666,0.0,288.7606666666667,1732.564,0.20689313641516272,0.3019141572836559,0.49119270630118134,0.37636589470865145,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,1,0,1,0.0,1.0,4,0.25,1,1.3228756555322954,0,4,0.0,69,0.08166424918633576,7,-0.1693635534320859
65576,2042,1161,2025-06-11,H1_45,half_1,45,D,True,5-4-1,1,90,False,2,1,5,1659.01,6.438,7.75,0,0,0,0,5,14,5617.83,6.698,9.1,1,0,1,1,0,5,4,1,0,44,1,1,11,4,1,15,1,0,3,1,2,9,4,5,0.3333333333333333,0.4444444444444444,2,2,0,5,4,1,1.0,0.8,0,1,1,2,0,2,0.0,155.9688,2.0,1.0,0.0,1.0,1,3,2,7,2,4,2.0,0.21052631578947367,0.47368421052631576,0.3157894736842105,0.2,0.21428571428571427,0.4,0.16666666666666666,0.0,276.502,829.5060000000001,0.09401306319664955,0.7158183304279895,0.19016860637536076,0.24578315286447594,0.0,3.0,0.5,0.5,0.5,0.5,0.0,0,0,0,0,0,1,0,1,0,1,0.0,1.0,4,0.25,1,1.3228756555322954,0,4,0.0,84,0.05273802958944432,7,-0.5606479153377262
65576,2042,1161,2025-06-11,H2_30,half_2,30,D,True,5-4-1,1,90,False,2,1,3,1165.56,6.92,7.32,0,0,0,0,6,20,7599.88,6.687,9.1,2,0,2,2,0,5,4,1,0,74,1,1,14,6,3,17,1,0,3,2,1,13,6,7,0.6666666666666666,0.46153846153846156,0,0,0,7,6,1,0.0,0.8571428571428571,0,0,1,3,0,0,0.0,0.0,2.0,1.0,0.0,1.0,1,3,3,12,2,5,2.0,0.15384615384615385,0.5769230769230769,0.2692307692307692,0.16666666666666666,0.15,0.3333333333333333,0.0,0.0,291.3897,582.7794,0.0,1.0,0.0,0.33245615751002866,0.0,2.0,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,2,0,2,0,2,0.0,1.0,7,0.2857142857142857,1,1.767766952966369,2,5,0.0,85,0.0,8,-1.0979032379910567
65577,2138,1161,2025-06-11,H1_15,half_1,15,D,True,5-4-1,1,90,False,3,1,3,1576.81,7.0,8.44,1,0,1,1,1,3,1576.81,7.0,8.44,1,0,1,1,0,5,4,1,0,14,1,0,1,0,0,5,0,0,3,1,2,3,1,2,0.3333333333333333,0.3333333333333333,3,2,1,3,2,1,0.6666666666666666,0.6666666666666666,0,0,1,2,0,1,0.0,0.0,2.0,1.0,0.0,1.0,0,0,1,2,0,1,2.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,394.20320000000004,788.4064000000001,0.0,0.791715287953015,0.20828471204698487,0.46465350864731686,0.0,2.0,0.5,0.0,0.0,0.5,0.0,1,0,1,1,1,1,0,1,1,1,1.0,1.0,2,0.5,1,2.121320343559643,0,2,0.0,42,0.0,10,-1.5757779875693818
65577,2138,1161,2025-06-11,H1_30,half_1,30,D,True,5-4-1,1,90,False,3,1,13,3555.92,6.101,7.02,0,0,0,0,2,16,5132.73,6.301,8.44,1,0,1,1,0,5,4,1,0,29,5,0,6,0,0,12,0,0,6,3,3,9,4,5,0.5,0.4444444444444444,4,1,3,7,3,4,0.25,0.42857142857142855,0,2,0,4,1,7,0.0,354.5912,2.0,2.0,0.0,1.0,0,2,1,6,1,8,2.0,0.1111111111111111,0.3888888888888889,0.5,0.0,0.125,0.5,0.14285714285714285,0.0,253.99408571428572,1777.9586,0.09971863236860522,0.28506659266419365,0.6152147749672011,0.04498271219588578,0.0,7.0,0.5,1.0,1.0,0.5,0.0,0,0,0,0,0,1,0,1,1,1,0.0,1.0,4,0.25,1,1.3228756555322954,0,4,0.0,69,0.03936064474332929,9,-0.9443566778484693
65577,2138,1161,2025-06-11,H1_45,half_1,45,D,True,5-4-1,1,90,False,3,1,5,2338.13,6.597,8.13,0,0,0,0,3,21,7470.86,6.375,8.44,1,0,1,1,0,5,4,1,0,44,4,0,10,0,0,15,0,0,1,1,0,10,5,5,1.0,0.5,2,1,1,9,4,5,0.5,0.4444444444444444,0,1,1,2,0,2,0.0,179.882,2.0,1.0,0.0,1.0,0,3,2,8,1,10,2.0,0.125,0.4166666666666667,0.4583333333333333,0.0,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.0,389.68906666666663,1169.0672,0.07693398634398434,0.6512256951525115,0.2718403185035043,0.28176293030888216,0.0,3.0,0.5,0.5,0.5,0.5,0.0,0,0,0,0,0,1,0,1,1,1,0.0,1.0,4,0.25,1,1.3228756555322954,0,4,0.0,84,0.04315726677000295,8,-0.7013679927043025
65577,2138,1161,2025-06-11,H2_15,half_2,15,D,True,5-4-1,1,90,False,3,1,6,2073.61,6.524,8.31,0,0,0,0,4,27,9544.47,6.409,8.44,1,0,1,1,0,5,4,1,0,59,5,2,15,2,2,18,1,0,1,1,0,11,6,5,1.0,0.5454545454545454,2,1,1,11,5,6,0.5,0.45454545454545453,1,2,0,3,0,1,512.5008,644.6700000000001,2.0,2.0,1.0,1.0,1,5,2,11,1,11,2.0,0.1935483870967742,0.41935483870967744,0.3870967741935484,0.25,0.18518518518518517,0.25,0.42857142857142855,1.0,296.2296571428572,1036.8038000000001,0.5580471445031355,0.3703140362718577,0.0716388192250067,0.2471541867419853,512.5008,3.5,0.5,1.5,1.0,0.5,0.5,0,0,0,0,0,1,0,1,1,1,0.0,1.0,6,0.16666666666666666,2,0.6933752452815365,4,2,0.0,109,0.21047128834411968,2,1.562385813316991
65579,2038,1161,2025-06-11,H2_30,half_2,30,D,True,5-4-1,64,90,False,7,5,4,3902.96,7.554,8.94,0,0,0,0,5,4,3902.96,7.554,8.94,0,0,0,0,0,5,4,1,0,11,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,3,1,2,1,0,2,1404.1824000000001,136.384,2.0,2.0,1.0,1.0,3,1,2,1,0,2,2.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.6,0.25,0.0,0.4444444444444444,0.6,433.6623111111111,1951.4804,0.39471736431480436,0.36939392268556737,0.2358887129996284,0.6796955788026363,468.06080000000003,4.5,2.5,2.0,1.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7,0.0,3,-0.8249579113843055,2,5,0.0,85,0.2141917069209422,2,1.488876216381616
