fixture_id,date,id,player_appearance_id,period,minute,stage,possession,run_type,min_speed,max_speed,distance,distance_scaled_div25,distance_scaled_div25_4,distance_scaled_div25_5,dist_over_max,dist_over_max_div25,suspicion_reason
1161.0,2025-06-11,1324800,65575,half_1,28,bottom,3752,sprint,6.95,7.68,323.554,12.94216,12.738346456692913,12.688392156862744,42.12942708333333,1.6851770833333333,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1324801,65575,half_1,28,bottom,3752,hsr,5.38,6.89,147.2188,5.888751999999999,5.796015748031496,5.773286274509803,21.36702467343977,0.8546809869375906,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1324802,65575,half_2,11,middle,3752,hsr,5.44,6.94,160.8532,6.434127999999999,6.332803149606299,6.30796862745098,23.177694524495674,0.9271077809798269,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1324803,65575,half_2,51,middle,3753,sprint,6.89,9.62,218.888,8.75552,8.617637795275591,8.583843137254902,22.753430353430357,0.9101372141372143,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1324804,65575,half_2,51,top,3753,hsr,5.35,6.62,536.5672000000001,21.462688000000004,21.124692913385832,21.04185098039216,81.05244712990938,3.242097885196375,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1323711,65576,half_1,1,middle,3753,hsr,5.45,6.37,532.8384,21.313536,20.97788976377953,20.895623529411765,83.64810047095762,3.3459240188383044,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1323712,65576,half_1,4,top,3753,hsr,5.53,6.31,231.3572,9.254288,9.108551181102364,9.07283137254902,36.66516640253566,1.4666066561014266,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1323710,65576,half_1,5,bottom,3753,sprint,7.01,7.83,328.0112,13.120448,12.913826771653543,12.863184313725489,41.89159642401021,1.6756638569604085,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1323713,65576,half_1,9,top,3753,sprint,6.93,8.12,550.896,22.035839999999997,21.688818897637795,21.60376470588235,67.84433497536946,2.7137733990147783,fixture-level distance scale anomaly (~25x)
1161.0,2025-06-11,1323714,65576,half_1,10,middle,3753,hsr,5.52,5.81,140.06320000000002,5.602528000000001,5.514299212598426,5.492674509803923,24.107263339070574,0.964290533562823,fixture-level distance scale anomaly (~25x)
