row_id,fixture_id,date,checkpoint,player_appearance_id,split
0,1159,2025-06-11,H1_15,39421,trainval
1,1159,2025-06-11,H1_15,39422,trainval
2,1159,2025-06-11,H1_15,39423,trainval
3,1159,2025-06-11,H1_15,39424,trainval
4,1159,2025-06-11,H1_15,39425,trainval
5,1159,2025-06-11,H1_15,39426,trainval
6,1159,2025-06-11,H1_15,39429,trainval
7,1159,2025-06-11,H1_15,39431,trainval
8,1159,2025-06-11,H1_15,39433,trainval
9,1159,2025-06-11,H1_15,39435,trainval
10,1159,2025-06-11,H1_15,39436,trainval
11,1159,2025-06-11,H1_15,39437,trainval
12,1159,2025-06-11,H1_15,39438,trainval
13,1159,2025-06-11,H1_15,39439,trainval
14,1159,2025-06-11,H1_15,39440,trainval
15,1159,2025-06-11,H1_15,39441,trainval
16,1159,2025-06-11,H1_15,39442,trainval
17,1159,2025-06-11,H1_15,39443,trainval
18,1159,2025-06-11,H1_15,39444,trainval
19,1159,2025-06-11,H1_15,39445,trainval
20,1159,2025-06-11,H1_15,39448,trainval
21,1159,2025-06-11,H1_15,39449,trainval
22,1159,2025-06-11,H1_30,39421,trainval
23,1159,2025-06-11,H1_30,39422,trainval
24,1159,2025-06-11,H1_30,39423,trainval
25,1159,2025-06-11,H1_30,39424,trainval
26,1159,2025-06-11,H1_30,39425,trainval
27,1159,2025-06-11,H1_30,39426,trainval
28,1159,2025-06-11,H1_30,39429,trainval
29,1159,2025-06-11,H1_30,39431,trainval
30,1159,2025-06-11,H1_30,39433,trainval
31,1159,2025-06-11,H1_30,39435,trainval
32,1159,2025-06-11,H1_30,39436,trainval
33,1159,2025-06-11,H1_30,39437,trainval
34,1159,2025-06-11,H1_30,39438,trainval
35,1159,2025-06-11,H1_30,39439,trainval
36,1159,2025-06-11,H1_30,39440,trainval
37,1159,2025-06-11,H1_30,39441,trainval
38,1159,2025-06-11,H1_30,39442,trainval
39,1159,2025-06-11,H1_30,39443,trainval
40,1159,2025-06-11,H1_30,39444,trainval
41,1159,2025-06-11,H1_30,39445,trainval
42,1159,2025-06-11,H1_30,39448,trainval
43,1159,2025-06-11,H1_30,39449,trainval
44,1159,2025-06-11,H1_45,39421,trainval
45,1159,2025-06-11,H1_45,39422,trainval
46,1159,2025-06-11,H1_45,39423,trainval
47,1159,2025-06-11,H1_45,39424,trainval
48,1159,2025-06-11,H1_45,39425,trainval
49,1159,2025-06-11,H1_45,39426,trainval
50,1159,2025-06-11,H1_45,39429,trainval
51,1159,2025-06-11,H1_45,39431,trainval
52,1159,2025-06-11,H1_45,39433,trainval
53,1159,2025-06-11,H1_45,39435,trainval
54,1159,2025-06-11,H1_45,39436,trainval
55,1159,2025-06-11,H1_45,39437,trainval
56,1159,2025-06-11,H1_45,39438,trainval
57,1159,2025-06-11,H1_45,39439,trainval
58,1159,2025-06-11,H1_45,39440,trainval
59,1159,2025-06-11,H1_45,39441,trainval
60,1159,2025-06-11,H1_45,39442,trainval
61,1159,2025-06-11,H1_45,39443,trainval
62,1159,2025-06-11,H1_45,39444,trainval
63,1159,2025-06-11,H1_45,39445,trainval
64,1159,2025-06-11,H1_45,39448,trainval
65,1159,2025-06-11,H1_45,39449,trainval
66,1159,2025-06-11,H2_15,39421,trainval
67,1159,2025-06-11,H2_15,39422,trainval
68,1159,2025-06-11,H2_15,39423,trainval
69,1159,2025-06-11,H2_15,39424,trainval
70,1159,2025-06-11,H2_15,39425,trainval
71,1159,2025-06-11,H2_15,39426,trainval
72,1159,2025-06-11,H2_15,39429,trainval
73,1159,2025-06-11,H2_15,39431,trainval
74,1159,2025-06-11,H2_15,39433,trainval
75,1159,2025-06-11,H2_15,39435,trainval
76,1159,2025-06-11,H2_15,39436,trainval
77,1159,2025-06-11,H2_15,39437,trainval
78,1159,2025-06-11,H2_15,39438,trainval
79,1159,2025-06-11,H2_15,39439,trainval
80,1159,2025-06-11,H2_15,39440,trainval
81,1159,2025-06-11,H2_15,39441,trainval
82,1159,2025-06-11,H2_15,39442,trainval
83,1159,2025-06-11,H2_15,39443,trainval
84,1159,2025-06-11,H2_15,39444,trainval
85,1159,2025-06-11,H2_15,39448,trainval
86,1159,2025-06-11,H2_15,39451,trainval
87,1159,2025-06-11,H2_15,39452,trainval
88,1159,2025-06-11,H2_30,39421,trainval
89,1159,2025-06-11,H2_30,39422,trainval
90,1159,2025-06-11,H2_30,39423,trainval
91,1159,2025-06-11,H2_30,39424,trainval
92,1159,2025-06-11,H2_30,39425,trainval
93,1159,2025-06-11,H2_30,39426,trainval
94,1159,2025-06-11,H2_30,39429,trainval
95,1159,2025-06-11,H2_30,39431,trainval
96,1159,2025-06-11,H2_30,39433,trainval
97,1159,2025-06-11,H2_30,39435,trainval
98,1159,2025-06-11,H2_30,39436,trainval
99,1159,2025-06-11,H2_30,39437,trainval
100,1159,2025-06-11,H2_30,39438,trainval
101,1159,2025-06-11,H2_30,39439,trainval
102,1159,2025-06-11,H2_30,39440,trainval
103,1159,2025-06-11,H2_30,39441,trainval
104,1159,2025-06-11,H2_30,39442,trainval
105,1159,2025-06-11,H2_30,39443,trainval
106,1159,2025-06-11,H2_30,39446,trainval
107,1159,2025-06-11,H2_30,39450,trainval
108,1159,2025-06-11,H2_30,39451,trainval
109,1159,2025-06-11,H2_30,39452,trainval
110,1160,2025-06-11,H1_15,39467,trainval
111,1160,2025-06-11,H1_15,39468,trainval
112,1160,2025-06-11,H1_15,39469,trainval
113,1160,2025-06-11,H1_15,39470,trainval
114,1160,2025-06-11,H1_15,39471,trainval
115,1160,2025-06-11,H1_15,39472,trainval
116,1160,2025-06-11,H1_15,39473,trainval
117,1160,2025-06-11,H1_15,39476,trainval
118,1160,2025-06-11,H1_15,39477,trainval
119,1160,2025-06-11,H1_15,39479,trainval
120,1160,2025-06-11,H1_15,39480,trainval
121,1160,2025-06-11,H1_15,39482,trainval
122,1160,2025-06-11,H1_15,39484,trainval
123,1160,2025-06-11,H1_15,39485,trainval
124,1160,2025-06-11,H1_15,39486,trainval
125,1160,2025-06-11,H1_15,39487,trainval
126,1160,2025-06-11,H1_15,39488,trainval
127,1160,2025-06-11,H1_15,39489,trainval
128,1160,2025-06-11,H1_15,39491,trainval
129,1160,2025-06-11,H1_15,39493,trainval
130,1160,2025-06-11,H1_15,39494,trainval
131,1160,2025-06-11,H1_15,39496,trainval
132,1160,2025-06-11,H1_30,39467,trainval
133,1160,2025-06-11,H1_30,39468,trainval
134,1160,2025-06-11,H1_30,39469,trainval
135,1160,2025-06-11,H1_30,39470,trainval
136,1160,2025-06-11,H1_30,39471,trainval
137,1160,2025-06-11,H1_30,39472,trainval
138,1160,2025-06-11,H1_30,39473,trainval
139,1160,2025-06-11,H1_30,39476,trainval
140,1160,2025-06-11,H1_30,39477,trainval
141,1160,2025-06-11,H1_30,39479,trainval
142,1160,2025-06-11,H1_30,39480,trainval
143,1160,2025-06-11,H1_30,39482,trainval
144,1160,2025-06-11,H1_30,39484,trainval
145,1160,2025-06-11,H1_30,39485,trainval
146,1160,2025-06-11,H1_30,39486,trainval
147,1160,2025-06-11,H1_30,39487,trainval
148,1160,2025-06-11,H1_30,39488,trainval
149,1160,2025-06-11,H1_30,39489,trainval
150,1160,2025-06-11,H1_30,39491,trainval
151,1160,2025-06-11,H1_30,39493,trainval
152,1160,2025-06-11,H1_30,39494,trainval
153,1160,2025-06-11,H1_30,39496,trainval
154,1160,2025-06-11,H1_45,39467,trainval
155,1160,2025-06-11,H1_45,39468,trainval
156,1160,2025-06-11,H1_45,39469,trainval
157,1160,2025-06-11,H1_45,39470,trainval
158,1160,2025-06-11,H1_45,39471,trainval
159,1160,2025-06-11,H1_45,39472,trainval
160,1160,2025-06-11,H1_45,39473,trainval
161,1160,2025-06-11,H1_45,39476,trainval
162,1160,2025-06-11,H1_45,39477,trainval
163,1160,2025-06-11,H1_45,39479,trainval
164,1160,2025-06-11,H1_45,39480,trainval
165,1160,2025-06-11,H1_45,39482,trainval
166,1160,2025-06-11,H1_45,39484,trainval
167,1160,2025-06-11,H1_45,39485,trainval
168,1160,2025-06-11,H1_45,39486,trainval
169,1160,2025-06-11,H1_45,39487,trainval
170,1160,2025-06-11,H1_45,39488,trainval
171,1160,2025-06-11,H1_45,39489,trainval
172,1160,2025-06-11,H1_45,39491,trainval
173,1160,2025-06-11,H1_45,39493,trainval
174,1160,2025-06-11,H1_45,39494,trainval
175,1160,2025-06-11,H1_45,39496,trainval
176,1160,2025-06-11,H2_15,39467,trainval
177,1160,2025-06-11,H2_15,39468,trainval
178,1160,2025-06-11,H2_15,39469,trainval
179,1160,2025-06-11,H2_15,39470,trainval
180,1160,2025-06-11,H2_15,39471,trainval
181,1160,2025-06-11,H2_15,39472,trainval
182,1160,2025-06-11,H2_15,39473,trainval
183,1160,2025-06-11,H2_15,39476,trainval
184,1160,2025-06-11,H2_15,39477,trainval
185,1160,2025-06-11,H2_15,39479,trainval
186,1160,2025-06-11,H2_15,39480,trainval
187,1160,2025-06-11,H2_15,39482,trainval
188,1160,2025-06-11,H2_15,39485,trainval
189,1160,2025-06-11,H2_15,39486,trainval
190,1160,2025-06-11,H2_15,39487,trainval
191,1160,2025-06-11,H2_15,39488,trainval
192,1160,2025-06-11,H2_15,39489,trainval
193,1160,2025-06-11,H2_15,39490,trainval
194,1160,2025-06-11,H2_15,39491,trainval
195,1160,2025-06-11,H2_15,39493,trainval
196,1160,2025-06-11,H2_15,39496,trainval
197,1160,2025-06-11,H2_15,39497,trainval
198,1160,2025-06-11,H2_30,39467,trainval
199,1160,2025-06-11,H2_30,39468,trainval
200,1160,2025-06-11,H2_30,39469,trainval
201,1160,2025-06-11,H2_30,39470,trainval
202,1160,2025-06-11,H2_30,39471,trainval
203,1160,2025-06-11,H2_30,39472,trainval
204,1160,2025-06-11,H2_30,39473,trainval
205,1160,2025-06-11,H2_30,39474,trainval
206,1160,2025-06-11,H2_30,39475,trainval
207,1160,2025-06-11,H2_30,39477,trainval
208,1160,2025-06-11,H2_30,39479,trainval
209,1160,2025-06-11,H2_30,39482,trainval
210,1160,2025-06-11,H2_30,39483,trainval
211,1160,2025-06-11,H2_30,39485,trainval
212,1160,2025-06-11,H2_30,39486,trainval
213,1160,2025-06-11,H2_30,39488,trainval
214,1160,2025-06-11,H2_30,39489,trainval
215,1160,2025-06-11,H2_30,39490,trainval
216,1160,2025-06-11,H2_30,39491,trainval
217,1160,2025-06-11,H2_30,39495,trainval
218,1160,2025-06-11,H2_30,39496,trainval
219,1160,2025-06-11,H2_30,39497,trainval
220,1161,2025-06-11,H1_15,65575,trainval
221,1161,2025-06-11,H1_15,65576,trainval
222,1161,2025-06-11,H1_15,65577,trainval
223,1161,2025-06-11,H1_15,65580,trainval
224,1161,2025-06-11,H1_15,65581,trainval
225,1161,2025-06-11,H1_15,65582,trainval
226,1161,2025-06-11,H1_15,65584,trainval
227,1161,2025-06-11,H1_15,65585,trainval
228,1161,2025-06-11,H1_15,65586,trainval
229,1161,2025-06-11,H1_15,65587,trainval
230,1161,2025-06-11,H1_15,65588,trainval
231,1161,2025-06-11,H1_15,65592,trainval
232,1161,2025-06-11,H1_15,65593,trainval
233,1161,2025-06-11,H1_15,65594,trainval
234,1161,2025-06-11,H1_15,65596,trainval
235,1161,2025-06-11,H1_15,65597,trainval
236,1161,2025-06-11,H1_15,65599,trainval
237,1161,2025-06-11,H1_15,65600,trainval
238,1161,2025-06-11,H1_15,65601,trainval
239,1161,2025-06-11,H1_15,65602,trainval
240,1161,2025-06-11,H1_15,65603,trainval
241,1161,2025-06-11,H1_15,65606,trainval
242,1161,2025-06-11,H1_30,65575,trainval
243,1161,2025-06-11,H1_30,65576,trainval
244,1161,2025-06-11,H1_30,65577,trainval
245,1161,2025-06-11,H1_30,65580,trainval
246,1161,2025-06-11,H1_30,65581,trainval
247,1161,2025-06-11,H1_30,65582,trainval
248,1161,2025-06-11,H1_30,65584,trainval
249,1161,2025-06-11,H1_30,65585,trainval
250,1161,2025-06-11,H1_30,65586,trainval
251,1161,2025-06-11,H1_30,65587,trainval
252,1161,2025-06-11,H1_30,65588,trainval
253,1161,2025-06-11,H1_30,65592,trainval
254,1161,2025-06-11,H1_30,65593,trainval
255,1161,2025-06-11,H1_30,65594,trainval
256,1161,2025-06-11,H1_30,65596,trainval
257,1161,2025-06-11,H1_30,65597,trainval
